session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,X1,encryption_flag,X2,Cyber_Risk_Score,Risk_Level
SID_00014,117.0,TCP,4,833.4889649491395,DES,0.4732919047923998,2,Unknown,0,1,7,1,1.4732919047923998,96.38931676191696,MEDIUM RISK
SID_00015,155.0,TCP,3,77.84995157439054,None,0.3524755745227921,3,Chrome,0,1,7,0,0.3524755745227921,95.94099022980912,MEDIUM RISK
SID_00016,387.0,ICMP,6,292.1361960073892,DES,0.2549124511362793,3,Chrome,0,1,10,1,1.2549124511362793,94.50196498045452,MEDIUM RISK
SID_00017,297.0,TCP,8,1421.414371761036,AES,0.345367552273892,3,Firefox,0,1,12,1,1.345367552273892,93.33814702090956,HIGH RISK
SID_00018,562.0,UDP,1,87.64100168835026,None,0.1367291897579692,2,Firefox,0,0,3,0,0.1367291897579692,98.25469167590319,LOW RISK
SID_00019,318.0,TCP,5,504.98866997657433,AES,0.3942314568896387,1,Unknown,0,1,7,1,1.3942314568896386,96.35769258275585,MEDIUM RISK
SID_00020,217.0,ICMP,2,883.6175678484254,DES,0.3101131570512104,0,Chrome,0,0,2,1,1.3101131570512103,99.32404526282048,LOW RISK
SID_00021,793.0,TCP,3,122.1894142089281,AES,0.3693246493280864,2,Firefox,0,0,5,1,1.3693246493280864,97.54772985973123,LOW RISK
SID_00022,454.0,TCP,1,299.71154797427783,None,0.3738745916057353,1,Chrome,0,0,2,0,0.3738745916057353,98.94954983664229,LOW RISK
SID_00023,513.0,TCP,3,654.5261426459776,AES,0.4970295435549451,1,Firefox,0,0,4,1,1.497029543554945,98.19881181742197,LOW RISK
SID_00024,215.0,TCP,8,317.0788581057768,AES,0.461950842242767,2,Chrome,0,1,11,1,1.461950842242767,93.98478033689712,HIGH RISK
SID_00025,391.0,TCP,5,93.17112499822254,AES,0.536245189457405,2,Firefox,0,0,7,1,1.536245189457405,96.41449807578296,MEDIUM RISK
SID_00026,522.0,TCP,4,211.59584253834697,AES,0.1078985576055601,3,Firefox,0,1,8,1,1.10789855760556,95.64315942304222,MEDIUM RISK
SID_00027,269.0,TCP,9,92.70169297371484,None,0.5068194256848887,0,Chrome,0,1,10,0,0.5068194256848887,94.20272777027395,MEDIUM RISK
SID_00028,575.0,TCP,3,3286.221727767748,DES,0.4204711850467863,0,Chrome,0,0,3,1,1.4204711850467864,98.76818847401871,LOW RISK
SID_00029,379.0,UDP,2,214.98212232301017,AES,0.7863154442710675,2,Chrome,0,1,5,1,1.7863154442710676,97.71452617770842,LOW RISK
SID_00030,441.0,TCP,7,604.9615522886485,AES,0.3360318477936075,0,Firefox,0,1,8,1,1.3360318477936075,95.73441273911745,MEDIUM RISK
SID_00031,379.0,TCP,1,447.62330730772806,DES,0.0993898185618982,0,Chrome,0,0,1,1,1.0993898185618982,99.83975592742476,LOW RISK
SID_00032,870.0,UDP,2,674.2716307687525,DES,0.2720868405623606,1,Chrome,0,1,4,1,1.2720868405623607,98.10883473622494,LOW RISK
SID_00033,497.0,TCP,1,551.4693389958693,None,0.0351392525704552,1,Chrome,1,0,3,0,0.0351392525704552,98.21405570102819,LOW RISK
SID_00034,288.0,ICMP,2,1039.10118603804,AES,0.110269438624984,3,Chrome,0,1,6,1,1.110269438624984,96.84410777545,MEDIUM RISK
SID_00035,664.0,TCP,6,1650.942099269792,None,0.3915442086550267,2,Chrome,1,0,9,0,0.3915442086550267,94.75661768346201,MEDIUM RISK
SID_00036,255.0,TCP,2,268.71323796747225,AES,0.5173361768348047,1,Chrome,1,0,4,1,1.5173361768348048,98.20693447073391,LOW RISK
SID_00037,541.0,TCP,5,162.2873080817919,None,0.1379758234123113,2,Chrome,0,0,7,0,0.1379758234123113,95.85519032936492,MEDIUM RISK
SID_00038,108.0,TCP,7,3325.3086894656926,AES,0.0795093219361312,2,Firefox,0,1,10,1,1.0795093219361311,94.43180372877445,MEDIUM RISK
SID_00039,234.0,TCP,5,1608.365096858205,DES,0.6459042598252172,4,Firefox,0,1,10,1,1.6459042598252172,94.65836170393008,MEDIUM RISK
SID_00040,539.0,TCP,4,361.9425945829811,DES,0.3087899599206534,0,Chrome,0,0,4,1,1.3087899599206534,98.12351598396826,LOW RISK
SID_00041,647.0,TCP,2,1801.41325899014,None,0.2991840394359722,1,Chrome,0,0,3,0,0.2991840394359722,98.31967361577439,LOW RISK
SID_00042,534.0,TCP,4,888.2555882449734,AES,0.0367521363575246,3,Chrome,0,1,8,1,1.0367521363575245,95.61470085454302,MEDIUM RISK
SID_00043,476.0,TCP,4,460.1784563437431,DES,0.3974194615917665,2,Edge,0,0,6,1,1.3974194615917666,96.95896778463671,MEDIUM RISK
SID_00044,439.0,TCP,5,1653.5169443242044,None,0.2453131148697448,2,Chrome,0,0,7,0,0.2453131148697448,95.8981252459479,MEDIUM RISK
SID_00045,204.0,TCP,4,899.8403029798167,DES,0.3373211395417786,1,Chrome,0,0,5,1,1.3373211395417786,97.53492845581671,LOW RISK
SID_00046,356.0,TCP,2,1401.0372662699012,DES,0.6729768279913647,1,Chrome,0,1,4,1,1.6729768279913646,98.26919073119655,LOW RISK
SID_00047,407.0,TCP,7,432.6976830475844,DES,0.081769711383674,3,Edge,1,1,12,1,1.081769711383674,93.23270788455346,HIGH RISK
SID_00048,711.0,TCP,5,1282.4285713839413,AES,0.207445483534184,2,Edge,0,1,8,1,1.207445483534184,95.68297819341367,MEDIUM RISK
SID_00049,568.0,TCP,6,365.73555486698257,AES,0.5343683322456065,2,Unknown,0,1,9,1,1.5343683322456065,95.21374733289824,MEDIUM RISK
SID_00050,147.0,TCP,1,1062.659149730583,AES,0.2633726317268964,1,Edge,0,0,2,1,1.2633726317268965,99.30534905269076,LOW RISK
SID_00051,564.0,TCP,2,457.4952008808089,None,0.219704731816743,1,Edge,1,0,4,0,0.219704731816743,97.6878818927267,LOW RISK
SID_00052,422.0,TCP,5,415.6167950841102,AES,0.4663241681421678,1,Chrome,0,0,6,1,1.466324168142168,96.98652966725687,MEDIUM RISK
SID_00053,364.0,TCP,5,1274.1942392067006,AES,0.8708336888298047,2,Firefox,0,1,8,1,1.8708336888298047,95.94833347553192,MEDIUM RISK
SID_00054,622.0,TCP,6,106.8587436466122,None,0.3298889701600508,1,Firefox,1,1,9,0,0.3298889701600508,94.73195558806401,MEDIUM RISK
SID_00055,706.0,TCP,4,2107.19716665885,DES,0.4658562587345757,2,Edge,1,0,7,1,1.4658562587345756,96.38634250349382,MEDIUM RISK
SID_00056,686.0,TCP,3,568.5288982396605,DES,0.6136432536281438,1,Firefox,0,1,5,1,1.6136432536281438,97.64545730145126,LOW RISK
SID_00057,332.0,TCP,2,808.6446595055914,AES,0.1742454820703902,2,Chrome,0,0,4,1,1.1742454820703903,98.06969819282816,LOW RISK
SID_00058,438.0,TCP,4,415.7067630688467,DES,0.2172346369333444,1,Chrome,0,0,5,1,1.2172346369333444,97.48689385477334,LOW RISK
SID_00059,566.0,UDP,5,830.483464807917,DES,0.6028501934467423,1,Firefox,0,1,7,1,1.6028501934467423,96.44114007737869,MEDIUM RISK
SID_00060,695.0,UDP,1,989.8897960942786,AES,0.259418552130799,2,Edge,0,1,4,1,1.259418552130799,98.10376742085231,LOW RISK
SID_00061,404.0,TCP,9,1622.860870864447,DES,0.2356755502429507,2,Chrome,0,1,12,1,1.2356755502429506,93.29427022009718,HIGH RISK
SID_00062,462.0,TCP,5,1541.3967703070944,AES,0.0400191829191788,2,Chrome,0,0,7,1,1.0400191829191787,96.21600767316767,MEDIUM RISK
SID_00063,278.0,TCP,8,354.30271017360786,AES,0.5116026457176248,2,Edge,0,1,11,1,1.5116026457176248,94.00464105828705,MEDIUM RISK
SID_00064,260.0,UDP,6,765.3837210156122,AES,0.5402342873210285,1,Chrome,0,0,7,1,1.5402342873210286,96.41609371492841,MEDIUM RISK
SID_00065,662.0,TCP,3,1213.40421214117,None,0.4544121864022344,1,Safari,0,0,4,0,0.4544121864022344,97.78176487456089,LOW RISK
SID_00066,771.0,ICMP,6,1158.071232246108,None,0.1357785048218817,2,Chrome,1,0,9,0,0.1357785048218817,94.65431140192875,MEDIUM RISK
SID_00067,485.0,TCP,5,1772.622948174797,None,0.4362987418285402,2,Chrome,0,0,7,0,0.4362987418285402,95.97451949673142,MEDIUM RISK
SID_00068,700.0,TCP,6,1426.7642254528307,DES,0.1997666308396278,4,Chrome,0,1,11,1,1.1997666308396278,93.87990665233586,HIGH RISK
SID_00069,572.0,TCP,10,1012.2699508672414,DES,0.1644573479924417,1,Chrome,0,1,12,1,1.1644573479924416,93.26578293919697,HIGH RISK
SID_00070,370.0,TCP,1,1105.3806022240433,AES,0.4086537168997098,2,Chrome,0,1,4,1,1.4086537168997098,98.16346148675987,LOW RISK
SID_00071,572.0,TCP,6,1317.8935947961731,AES,0.2053917876576297,0,Edge,0,0,6,1,1.2053917876576297,96.88215671506306,MEDIUM RISK
SID_00072,807.0,TCP,3,1455.576779684165,AES,0.6271547548524079,0,Unknown,0,1,4,1,1.627154754852408,98.25086190194095,LOW RISK
SID_00073,492.0,TCP,4,347.91805418370086,AES,0.2638643281334985,1,Edge,0,1,6,1,1.2638643281334985,96.90554573125341,MEDIUM RISK
SID_00074,812.0,UDP,7,1217.9139195544108,DES,0.651720998102494,2,Chrome,0,1,10,1,1.651720998102494,94.660688399241,MEDIUM RISK
SID_00075,64.0,TCP,6,2384.0286686884297,None,0.5125115429611737,1,Chrome,0,0,7,0,0.5125115429611737,96.00500461718447,MEDIUM RISK
SID_00076,664.0,TCP,3,212.17659606312992,None,0.1055602857207033,0,Chrome,0,0,3,0,0.1055602857207033,98.24222411428829,LOW RISK
SID_00077,517.0,TCP,5,39.54966375410118,DES,0.3360337531065149,1,Edge,0,1,7,1,1.336033753106515,96.33441350124261,MEDIUM RISK
SID_00078,440.0,UDP,5,60.12054049063278,DES,0.3466523484514337,1,Chrome,0,0,6,1,1.3466523484514337,96.93866093938058,MEDIUM RISK
SID_00079,518.0,UDP,7,195.4101798830058,AES,0.4472088363848736,0,Chrome,0,1,8,1,1.4472088363848736,95.77888353455396,MEDIUM RISK
SID_00080,102.0,TCP,3,2018.4893233966325,None,0.208078319662466,2,Edge,0,0,5,0,0.208078319662466,97.083231327865,LOW RISK
SID_00081,456.0,TCP,5,108.46893562306865,DES,0.1097625098489018,2,Firefox,0,0,7,1,1.109762509848902,96.24390500393956,MEDIUM RISK
SID_00082,571.0,TCP,5,1101.401768015545,DES,0.4818222137601502,2,Chrome,1,0,8,1,1.4818222137601502,95.79272888550406,MEDIUM RISK
SID_00083,795.0,TCP,6,1614.1886098890527,AES,0.1796520284230282,2,Chrome,0,1,9,1,1.1796520284230283,95.0718608113692,MEDIUM RISK
SID_00084,396.0,TCP,6,1679.8526967503185,None,0.6107440107285588,0,Chrome,0,1,7,0,0.6107440107285588,96.04429760429142,MEDIUM RISK
SID_00085,338.0,UDP,2,431.3095534963739,AES,0.3254855696413191,1,Edge,0,0,3,1,1.325485569641319,98.73019422785653,LOW RISK
SID_00086,399.0,TCP,3,546.9722169261106,None,0.5954335496002904,0,Chrome,0,0,3,0,0.5954335496002904,98.43817341984011,LOW RISK
SID_00087,683.0,TCP,5,312.3613276488573,AES,0.3415719127620866,3,Firefox,0,1,9,1,1.3415719127620866,95.13662876510483,MEDIUM RISK
SID_00088,565.0,TCP,8,127.51964209032084,AES,0.1981503877084024,2,Chrome,1,1,12,1,1.1981503877084023,93.27926015508336,HIGH RISK
SID_00089,394.0,UDP,4,190.7796533194509,AES,0.3840149947090269,1,Chrome,0,1,6,1,1.3840149947090268,96.95360599788361,MEDIUM RISK
SID_00090,602.0,TCP,4,115.82192978072582,AES,0.2826995354274423,1,Chrome,1,1,7,1,1.2826995354274424,96.31307981417098,MEDIUM RISK
SID_00091,519.0,TCP,3,418.7535920670476,AES,0.5074718561537545,2,Firefox,1,0,6,1,1.5074718561537543,97.00298874246151,LOW RISK
SID_00092,693.0,TCP,4,149.39682434919536,DES,0.7465329921047918,2,Edge,0,1,7,1,1.7465329921047918,96.49861319684192,MEDIUM RISK
SID_00093,359.0,TCP,4,413.2077481798984,AES,0.3961354801328169,3,Chrome,0,1,8,1,1.396135480132817,95.75845419205314,MEDIUM RISK
SID_00094,434.0,UDP,7,1524.0632797670812,DES,0.2653750876483886,0,Firefox,0,1,8,1,1.2653750876483887,95.70615003505935,MEDIUM RISK
SID_00095,421.0,TCP,7,850.2462962444683,DES,0.7363071667506592,3,Safari,0,1,11,1,1.736307166750659,94.09452286670027,MEDIUM RISK
SID_00096,207.0,UDP,4,869.5488497403968,AES,0.1801952291959206,3,Firefox,0,1,8,1,1.1801952291959206,95.67207809167837,MEDIUM RISK
SID_00097,559.0,TCP,3,1336.4809719223258,AES,0.2804595050221319,1,Safari,0,0,4,1,1.280459505022132,98.11218380200884,LOW RISK
SID_00098,552.0,TCP,2,33.65280380665794,AES,0.3119724983066272,0,Firefox,0,0,2,1,1.3119724983066272,99.32478899932265,LOW RISK
SID_00099,501.0,UDP,3,1265.8898099183805,AES,0.359586097716788,2,Firefox,0,0,5,1,1.359586097716788,97.54383443908671,LOW RISK
SID_00100,453.0,TCP,5,174.87198977443362,AES,0.4396989559319573,2,Firefox,0,0,7,1,1.4396989559319573,96.37587958237278,MEDIUM RISK
SID_00101,216.0,TCP,6,339.6289336863756,AES,0.792908723614886,0,Edge,0,1,7,1,1.792908723614886,96.51716348944595,MEDIUM RISK
SID_00102,415.0,TCP,2,294.5849672223419,AES,0.2046812710873537,3,Chrome,0,1,6,1,1.2046812710873538,96.88187250843495,MEDIUM RISK
SID_00103,431.0,TCP,2,89.33142787527953,AES,0.0213026825741628,2,Firefox,0,0,4,1,1.021302682574163,98.00852107302966,LOW RISK
SID_00104,339.0,TCP,3,152.6475054745366,DES,0.40868098195241,2,Firefox,0,0,5,1,1.40868098195241,97.56347239278097,LOW RISK
SID_00105,467.0,ICMP,1,2505.1902247693133,AES,0.2099886202093015,2,Chrome,0,0,3,1,1.2099886202093015,98.68399544808372,LOW RISK
SID_00106,580.0,ICMP,3,733.5772844904812,DES,0.2422452498276949,2,Chrome,0,0,5,1,1.242245249827695,97.49689809993107,LOW RISK
SID_00107,877.0,TCP,4,513.9203055468032,None,0.1815156636532834,0,Edge,0,1,5,0,0.1815156636532834,97.07260626546132,LOW RISK
SID_00108,534.0,TCP,4,1134.3759248662836,None,0.6356549060949741,2,Chrome,0,1,7,0,0.6356549060949741,96.05426196243799,MEDIUM RISK
SID_00109,551.0,TCP,5,1344.486704150752,DES,0.2153356389185488,0,Firefox,0,0,5,1,1.2153356389185488,97.48613425556742,LOW RISK
SID_00110,485.0,TCP,6,93.46336107579046,DES,0.4063312275073519,2,Chrome,0,0,8,1,1.4063312275073518,95.76253249100294,MEDIUM RISK
SID_00111,116.0,TCP,4,1080.449674152331,AES,0.4623687098674023,0,Edge,0,0,4,1,1.4623687098674023,98.18494748394696,LOW RISK
SID_00112,494.0,TCP,6,2155.276873158772,AES,0.4082261331463432,1,Firefox,0,0,7,1,1.4082261331463433,96.36329045325853,MEDIUM RISK
SID_00113,512.0,TCP,6,704.422488537655,DES,0.2212732586710722,1,Chrome,1,0,8,1,1.2212732586710722,95.68850930346844,MEDIUM RISK
SID_00114,968.6399999999994,TCP,2,761.8596818225025,DES,0.0425389889151891,1,Firefox,0,0,3,1,1.042538988915189,98.61701559556607,LOW RISK
SID_00115,461.0,TCP,3,1634.686997948409,DES,0.0902244146247547,1,Edge,0,1,5,1,1.0902244146247546,97.4360897658499,LOW RISK
SID_00116,560.0,TCP,5,910.2548697823172,DES,0.293848130472684,2,Chrome,0,0,7,1,1.2938481304726839,96.31753925218906,MEDIUM RISK
SID_00117,493.0,UDP,1,3659.752361591184,DES,0.4271570441204733,1,Unknown,0,0,2,1,1.4271570441204733,99.37086281764819,LOW RISK
SID_00118,266.0,TCP,5,265.80179500946144,None,0.3106996126499128,2,Safari,1,1,9,0,0.3106996126499128,94.72427984505995,MEDIUM RISK
SID_00119,728.0,TCP,9,1493.9483851057782,DES,0.3440707492302625,0,Chrome,0,1,10,1,1.3440707492302626,94.5376282996921,MEDIUM RISK
SID_00120,650.0,TCP,9,758.2441511370571,None,0.3970540586315398,1,Chrome,1,1,12,0,0.3970540586315398,92.95882162345261,HIGH RISK
SID_00121,658.0,TCP,3,364.2314264843896,DES,0.4228182535278166,1,Chrome,0,0,4,1,1.4228182535278167,98.16912730141112,LOW RISK
SID_00122,318.0,TCP,2,1716.8731834652806,DES,0.1735475969680256,1,Edge,0,0,3,1,1.1735475969680256,98.66941903878721,LOW RISK
SID_00123,780.0,TCP,5,3659.752361591184,None,0.5133769785913413,1,Chrome,0,0,6,0,0.5133769785913413,96.60535079143654,MEDIUM RISK
SID_00124,219.0,ICMP,4,47.6720891871051,DES,0.0839245230551094,3,Firefox,1,1,9,1,1.0839245230551093,95.03356980922204,MEDIUM RISK
SID_00125,617.0,TCP,5,2077.8093270932563,AES,0.756641279217048,1,Firefox,0,1,7,1,1.756641279217048,96.50265651168682,MEDIUM RISK
SID_00126,938.0,TCP,5,181.63190836745449,AES,0.3289525285764282,2,Firefox,0,0,7,1,1.328952528576428,96.33158101143057,MEDIUM RISK
SID_00127,301.0,TCP,6,183.7197582739341,AES,0.2639313835435253,2,Firefox,0,0,8,1,1.2639313835435253,95.70557255341741,MEDIUM RISK
SID_00128,386.0,ICMP,1,34.12234567916193,None,0.2923132031445906,1,Chrome,1,0,3,0,0.2923132031445906,98.31692528125784,LOW RISK
SID_00129,519.0,UDP,8,2042.7649588398008,AES,0.2337753258585817,3,Chrome,0,1,12,1,1.2337753258585817,93.29351013034344,HIGH RISK
SID_00130,399.0,UDP,6,1139.689059842402,AES,0.7173627311559833,1,Chrome,0,1,8,1,1.7173627311559834,95.8869450924624,MEDIUM RISK
SID_00131,189.0,TCP,1,43.94449986840703,AES,0.324800802082674,2,Chrome,0,0,3,1,1.324800802082674,98.72992032083307,LOW RISK
SID_00132,513.0,ICMP,3,803.0822652641986,AES,0.1453538307828547,0,Chrome,1,0,4,1,1.1453538307828546,98.05814153231313,LOW RISK
SID_00133,287.0,TCP,6,102.38892419769635,None,0.0638388079990007,1,Chrome,0,1,8,0,0.0638388079990007,95.2255355231996,MEDIUM RISK
SID_00134,594.0,TCP,9,1113.5448828433073,AES,0.2015363761915499,1,Firefox,0,1,11,1,1.2015363761915498,93.88061455047662,HIGH RISK
SID_00135,316.0,UDP,3,420.8242964449342,DES,0.1010497118158562,0,Chrome,0,1,4,1,1.1010497118158562,98.04041988472633,LOW RISK
SID_00136,809.0,UDP,4,42.53231749395693,AES,0.1840217502247818,1,Unknown,0,1,6,1,1.1840217502247818,96.87360870008992,MEDIUM RISK
SID_00137,343.0,TCP,5,1414.7818469631654,AES,0.1099788946865137,3,Edge,1,1,10,1,1.1099788946865137,94.44399155787461,MEDIUM RISK
SID_00138,435.0,TCP,4,679.6785160847335,AES,0.251661490626902,3,Safari,0,1,8,1,1.2516614906269021,95.70066459625076,MEDIUM RISK
SID_00139,662.0,TCP,1,1185.7797753569248,AES,0.506076780728524,2,Chrome,0,0,3,1,1.506076780728524,98.80243071229141,LOW RISK
SID_00140,253.0,TCP,1,897.9900818952359,DES,0.2380386819236216,4,Unknown,0,1,6,1,1.2380386819236215,96.89521547276945,MEDIUM RISK
SID_00141,545.0,TCP,4,455.88912093711633,AES,0.2624537715319337,3,Unknown,0,1,8,1,1.2624537715319337,95.70498150861278,MEDIUM RISK
SID_00142,761.0,ICMP,1,959.6300158997273,AES,0.1775413015405739,2,Chrome,0,0,3,1,1.177541301540574,98.67101652061623,LOW RISK
SID_00143,178.0,TCP,3,11.890700511572373,AES,0.2863406889126293,1,Edge,1,0,5,1,1.2863406889126292,97.51453627556505,LOW RISK
SID_00144,536.0,UDP,3,332.0943080741142,DES,0.7033341839914414,0,Firefox,0,1,4,1,1.7033341839914415,98.28133367359658,LOW RISK
SID_00145,551.0,UDP,3,1203.5341894452372,DES,0.1178914973329318,2,Chrome,0,0,5,1,1.117891497332932,97.44715659893318,LOW RISK
SID_00146,656.0,TCP,5,1151.9651057221577,AES,0.3452066461644786,1,Chrome,0,0,6,1,1.3452066461644785,96.9380826584658,MEDIUM RISK
SID_00147,252.0,UDP,4,1747.1974055008438,AES,0.3064959364798829,0,Firefox,0,1,5,1,1.306495936479883,97.52259837459195,LOW RISK
SID_00148,235.0,TCP,3,755.434368901311,AES,0.2509659861114192,3,Chrome,0,1,7,1,1.250965986111419,96.30038639444456,MEDIUM RISK
SID_00149,604.0,TCP,3,2280.568942195515,None,0.8039075882980276,0,Chrome,0,1,4,0,0.8039075882980276,97.92156303531921,LOW RISK
SID_00150,559.0,TCP,3,652.6355940282597,AES,0.1325266852429517,2,Chrome,0,0,5,1,1.1325266852429516,97.45301067409719,LOW RISK
SID_00151,550.0,TCP,1,555.2444851752033,None,0.3650417976497674,2,Chrome,0,0,3,0,0.3650417976497674,98.3460167190599,LOW RISK
SID_00152,569.0,UDP,7,175.73628085127916,None,0.51671417169513,1,Chrome,1,1,10,0,0.51671417169513,94.20668566867805,MEDIUM RISK
SID_00153,363.0,ICMP,6,1207.0821332288124,AES,0.3510400422582782,2,Chrome,0,0,8,1,1.3510400422582782,95.74041601690331,MEDIUM RISK
SID_00154,546.0,TCP,5,942.2728647931104,AES,0.3436559596851325,1,Chrome,0,0,6,1,1.3436559596851325,96.93746238387406,MEDIUM RISK
SID_00155,558.0,UDP,9,494.07664627087496,DES,0.3144316341041462,2,Safari,0,1,12,1,1.3144316341041462,93.32577265364165,HIGH RISK
SID_00156,357.0,TCP,9,72.91081297639256,DES,0.1995373166844637,2,Edge,0,1,12,1,1.1995373166844636,93.27981492667378,HIGH RISK
SID_00157,873.0,UDP,3,107.46754869926538,DES,0.0512262805867224,2,Chrome,0,0,5,1,1.0512262805867223,97.4204905122347,LOW RISK
SID_00158,594.0,TCP,3,97.24720087836856,AES,0.4076859456226729,4,Chrome,0,1,8,1,1.407685945622673,95.76307437824907,MEDIUM RISK
SID_00159,261.0,TCP,10,376.7703857763132,None,0.2406992996769797,1,Safari,0,1,12,0,0.2406992996769797,92.89627971987079,HIGH RISK
SID_00160,631.0,TCP,6,138.5095628371252,AES,0.100603632546575,1,Chrome,0,0,7,1,1.1006036325465751,96.24024145301863,MEDIUM RISK
SID_00161,305.0,TCP,6,1577.7168112486886,AES,0.346916590070728,1,Edge,0,0,7,1,1.346916590070728,96.33876663602828,MEDIUM RISK
SID_00162,657.0,TCP,6,1836.854066404744,None,0.147279396713671,3,Chrome,0,1,10,0,0.147279396713671,94.05891175868547,MEDIUM RISK
SID_00163,731.0,UDP,5,1554.6376149090595,DES,0.2549226275413593,2,Firefox,0,1,8,1,1.2549226275413594,95.70196905101655,MEDIUM RISK
SID_00164,335.0,TCP,3,750.9414290852901,DES,0.12309678522027,3,Chrome,0,1,7,1,1.12309678522027,96.24923871408811,MEDIUM RISK
SID_00165,692.0,UDP,7,725.7763899065397,None,0.5231976202835485,2,Chrome,0,1,10,0,0.5231976202835485,94.20927904811342,MEDIUM RISK
SID_00166,582.0,UDP,5,1772.5689478516597,AES,0.2328323308098431,1,Chrome,0,0,6,1,1.2328323308098432,96.89313293232394,MEDIUM RISK
SID_00167,664.0,TCP,8,417.1159065866958,AES,0.3710642290728093,2,Edge,0,1,11,1,1.3710642290728092,93.94842569162913,HIGH RISK
SID_00168,879.0,TCP,5,51.49798031536433,None,0.1010016631229617,0,Firefox,0,1,6,0,0.1010016631229617,96.44040066524919,MEDIUM RISK
SID_00169,450.0,UDP,1,508.49628287021335,AES,0.2577704856444119,2,Chrome,0,0,3,1,1.2577704856444119,98.70310819425777,LOW RISK
SID_00170,349.0,TCP,8,645.4298805334846,AES,0.242800051494813,1,Chrome,0,1,10,1,1.242800051494813,94.49712002059792,MEDIUM RISK
SID_00171,322.0,TCP,1,637.8327848930265,AES,0.1999112691064991,1,Chrome,0,0,2,1,1.199911269106499,99.2799645076426,LOW RISK
SID_00172,336.0,TCP,2,138.5347758456176,None,0.1171155765443611,2,Chrome,0,1,5,0,0.1171155765443611,97.04684623061775,LOW RISK
SID_00173,484.0,TCP,5,1223.8102732316374,AES,0.3957542090094353,1,Chrome,1,1,8,1,1.3957542090094353,95.75830168360378,MEDIUM RISK
SID_00174,568.0,ICMP,5,1053.3158665799629,DES,0.1891346709377445,2,Edge,0,1,8,1,1.1891346709377446,95.67565386837511,MEDIUM RISK
SID_00175,555.0,TCP,5,208.93902977348895,AES,0.551708412894967,1,Chrome,0,0,6,1,1.551708412894967,97.02068336515799,LOW RISK
SID_00176,665.0,TCP,6,640.9945335485618,DES,0.5003713391880107,3,Firefox,0,1,10,1,1.5003713391880107,94.6001485356752,MEDIUM RISK
SID_00177,502.0,TCP,12,1249.7694954987144,DES,0.2982140196718431,1,Firefox,0,1,14,1,1.298214019671843,92.11928560786873,HIGH RISK
SID_00178,790.0,UDP,4,8.804321857364235,DES,0.1969726328712207,2,Firefox,0,1,7,1,1.1969726328712207,96.27878905314849,MEDIUM RISK
SID_00179,447.0,UDP,3,257.4377388281377,AES,0.0676815431149165,0,Firefox,1,0,4,1,1.0676815431149165,98.02707261724596,LOW RISK
SID_00180,968.6399999999994,TCP,4,510.9845736621589,AES,0.5004393941360112,2,Edge,0,0,6,1,1.5004393941360112,97.0001757576544,LOW RISK
SID_00181,625.0,TCP,1,1491.6272442087734,AES,0.2292396077650228,3,Chrome,0,1,5,1,1.2292396077650227,97.49169584310602,LOW RISK
